rank,school,school_url,school_id,district,district_url,district_id,address,city,city_url,zip,county,phone,low_grade,high_grade,is_title_i,is_charter,is_magnet,is_virtual,number_students,number_full-time_teachers,student_teacher_ratio,pct_free/disc_lunch,pct_african_american,pct_american_indian,pct_asian,pct_hispanic,pct_pacific_islander,pct_two_or_more_races,pct_white,average_standard_score_(2020-21),average_standard_score_(2018-19),rank_(2018-19),rank_change_from_(2018-19),schooldigger_star_rating
562,Lowry Elementary School,https://www.schooldigger.com/go/CO/schools/0336001867/school.aspx,"""0336001867""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",8001 East Cedar Avenue,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80230,Denver County,(720) 424-5910,PK,05,No,No,No,No,525,32.8,15.9,56.6,30.7,1.5,3.4,19.8,0.4,8.6,35.6,25.3,46.2,485,-77,1
563,Belle Creek Charter School,https://www.schooldigger.com/go/CO/schools/0258001948/school.aspx,"""0258001948""",School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,"""02580""",9290 East 107th Avenue,Henderson,https://www.schooldigger.com/go/CO/city/Henderson/search.aspx,80640,Adams County,(303) 468-0160,KG,08,No,Yes,No,No,689,15.1,45.3,43.7,1.7,0.1,1.7,56.7,0,3.9,35.7,25.3,40,541,-22,1
564,Centennial Elementary School,https://www.schooldigger.com/go/CO/schools/0690001173/school.aspx,"""0690001173""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",13200 Westlake Drive,Broomfield,https://www.schooldigger.com/go/CO/city/Broomfield/search.aspx,80020,Broomfield County,(720) 972-5280,PK,05,Yes,No,No,No,497,26.5,18.7,70.4,0.4,0.6,2.6,55.5,0,1.8,39,24.9,22.8,736,172,1
565,Otero Elementary School,https://www.schooldigger.com/go/CO/schools/0453001484/school.aspx,"""0453001484""",Harrison School District No. 2,https://www.schooldigger.com/go/CO/district/04530/search.aspx,"""04530""",1650 Charmwood Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80906,El Paso County,(719) 579-2110,PK,05,Yes,No,No,No,317,22,14.4,68.8,12.6,0,2.8,38.2,1.6,7.6,37.2,24.9,45.3,492,-73,1
566,Leroy Drive Elementary School,https://www.schooldigger.com/go/CO/schools/0690001306/school.aspx,"""0690001306""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",1451 East Leroy Drive,Northglenn,https://www.schooldigger.com/go/CO/city/Northglenn/search.aspx,80233,Adams County,(720) 972-5460,KG,05,Yes,No,No,No,393,24,16.3,72.8,3.8,0.3,3.3,58.5,0.3,4.1,29.8,24.7,7.9,930,364,1
567,Johnson Elementary School,https://www.schooldigger.com/go/CO/schools/0579000990/school.aspx,"""0579000990""",Montrose County School District Re-1J,https://www.schooldigger.com/go/CO/district/05790/search.aspx,"""05790""",13820 6700 Road,Montrose,https://www.schooldigger.com/go/CO/city/Montrose/search.aspx,81401,Montrose County,(970) 249-2584,PK,05,Yes,No,No,No,511,33.3,15.3,56.2,0.4,0.8,0.2,40.9,0.2,2,55.6,24.5,27.8,675,108,1
568,Fruitvale Elementary School,https://www.schooldigger.com/go/CO/schools/0435000610/school.aspx,"""0435000610""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",585 30 Road,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81504,Mesa County,(970) 254-5930,PK,05,Yes,No,No,No,412,30.6,13.4,66.5,0.2,1,0.5,38.8,0.5,2.9,56.1,24.4,11.7,886,318,1
569,Dalton Elementary School,https://www.schooldigger.com/go/CO/schools/0234001295/school.aspx,"""0234001295""",Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,"""02340""",17401 East Dartmouth Ave,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80013,Arapahoe County,(303) 693-7561,PK,05,No,No,No,No,437,21.1,20.6,56.3,14.6,0.2,3.2,37.8,0.9,9.6,33.6,24.1,23.5,724,155,1
570,Mesa Elementary School,https://www.schooldigger.com/go/CO/schools/0309000839/school.aspx,"""0309000839""",Montezuma-Cortez School District No. Re-1,https://www.schooldigger.com/go/CO/district/03090/search.aspx,"""03090""",703 West 7th Street,Cortez,https://www.schooldigger.com/go/CO/city/Cortez/search.aspx,81321,Montezuma County,(970) 565-3858,KG,05,Yes,No,No,No,343,24.1,14.2,74.9,0,31.2,0,23.9,0,6.4,38.5,23.9,26.9,691,121,1
571,McAuliffe Elementary,https://www.schooldigger.com/go/CO/schools/0306006319/school.aspx,"""0306006319""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",830 Hathaway Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80915,El Paso County,(719) 228-0900,PK,05,No,No,No,No,555,28.9,19.2,51.2,10.5,0.9,2.5,26.8,1.3,8.1,49.9,23.6,28.9,664,93,1
572,Mary E Pennock Elementary School,https://www.schooldigger.com/go/CO/schools/0258001949/school.aspx,"""0258001949""",School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,"""02580""",3707 Estrella Street,Brighton,https://www.schooldigger.com/go/CO/city/Brighton/search.aspx,80601,Adams County,(720) 685-7500,PK,05,No,No,No,No,643,30.9,20.7,42.5,1.9,0.2,0.8,54.1,0.3,2.2,40.6,23.6,37.6,567,-5,1
573,Prairie Winds Elementary School,https://www.schooldigger.com/go/CO/schools/0615001855/school.aspx,"""0615001855""",Pueblo County School District 70,https://www.schooldigger.com/go/CO/district/06150/search.aspx,"""06150""",597 E Earl Drive,Pueblo West,https://www.schooldigger.com/go/CO/city/Pueblo+West/search.aspx,81007,Pueblo County,(719) 647-9732,PK,05,Yes,No,No,No,482,23.9,20.1,45,0.8,0.2,0.4,33,0,8.9,56.6,23.6,33.8,604,31,1
574,Mountain Vista Community School,https://www.schooldigger.com/go/CO/schools/0453001903/school.aspx,"""0453001903""",Harrison School District No. 2,https://www.schooldigger.com/go/CO/district/04530/search.aspx,"""04530""",2550 Dorset Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80910,El Paso County,(719) 579-3400,PK,08,Yes,No,Yes,No,550,46.1,11.9,75.5,12,0.5,2.9,57.1,0.4,6,21.1,23.2,58.2,377,-197,1
575,Haskin Elementary School,https://www.schooldigger.com/go/CO/schools/0285000177/school.aspx,"""0285000177""",Center Consolidated School District No. 26 Jt.,https://www.schooldigger.com/go/CO/district/02850/search.aspx,"""02850""",550 S. Sylvester Avenue,Center,https://www.schooldigger.com/go/CO/city/Center/search.aspx,81125,Saguache County,(719) 754-3982,PK,05,Yes,No,No,No,310,20.4,15.1,90,0,1,0,88.7,0,0.3,10,22.8,28.7,668,93,1
576,Holyoke Elementary School,https://www.schooldigger.com/go/CO/schools/0471000683/school.aspx,"""0471000683""",Holyoke School District No. Re-1J,https://www.schooldigger.com/go/CO/district/04710/search.aspx,"""04710""",326 E Kellogg,Holyoke,https://www.schooldigger.com/go/CO/city/Holyoke/search.aspx,80734,Phillips County,(970) 854-3411,KG,06,Yes,No,No,No,313,20.4,15.3,63.6,0,0,0.6,49.5,0,0.3,49.5,22.5,32.6,614,38,1
577,Bayfield Intermediate School,https://www.schooldigger.com/go/CO/schools/0240000088/school.aspx,"""0240000088""",Bayfield School District No. 10Jt-R,https://www.schooldigger.com/go/CO/district/02400/search.aspx,"""02400""",720 E Oak,Bayfield,https://www.schooldigger.com/go/CO/city/Bayfield/search.aspx,81122,La Plata County,(970) 884-9571,03,05,Yes,No,No,No,321,22.3,14.3,35.5,0.3,1.2,1.2,16.5,0,5,75.7,22.5,18.1,789,212,1
578,Turnberry Elementary,https://www.schooldigger.com/go/CO/schools/0258006401/school.aspx,"""0258006401""",School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,"""02580""",13069 East 106th Place,Commerce City,https://www.schooldigger.com/go/CO/city/Commerce+City/search.aspx,80022,Adams County,(720) 685-5350,PK,05,No,No,No,No,711,35.3,20.1,28.7,3.4,0.3,3,43.9,0.3,3.5,45.7,22.3,65.6,306,-272,1
579,Hoff Elementary School,https://www.schooldigger.com/go/CO/schools/0492000817/school.aspx,"""0492000817""",Weld County School District Re-3j,https://www.schooldigger.com/go/CO/district/04920/search.aspx,"""04920""",7558 Wcr 59,Keenesburg,https://www.schooldigger.com/go/CO/city/Keenesburg/search.aspx,80643,Weld County,(303) 536-2300,PK,05,No,No,No,No,224,16.5,13.5,32.1,1.8,0.4,4.5,21,0,3.1,69.2,22,36.2,582,3,1
580,Grant Elementary School,https://www.schooldigger.com/go/CO/schools/0306000238/school.aspx,"""0306000238""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",3215 Westwood Boulevard,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80918,El Paso County,(719) 328-5700,KG,05,Yes,No,No,No,467,28.3,16.5,71.9,8.1,0.4,1.9,34.9,0.4,8.8,45.4,21.9,48.3,462,-118,1
581,Green Acres Elementary School,https://www.schooldigger.com/go/CO/schools/0405000558/school.aspx,"""0405000558""",School District No. Re-3 Fort Morgan,https://www.schooldigger.com/go/CO/district/04050/search.aspx,"""04050""",930 Sherman Street,Fort Morgan,https://www.schooldigger.com/go/CO/city/Fort+Morgan/search.aspx,80701,Morgan County,(970) 867-5460,01,05,Yes,No,No,No,304,20.5,14.8,66.8,2.3,0.3,0.3,53.3,0,1.3,42.4,21.8,30.9,639,58,1
582,Laurel Elementary School,https://www.schooldigger.com/go/CO/schools/0399000583/school.aspx,"""0399000583""",Poudre School District R-1,https://www.schooldigger.com/go/CO/district/03990/search.aspx,"""03990""",1000 East Locust Street,Fort Collins,https://www.schooldigger.com/go/CO/city/Fort+Collins/search.aspx,80524,Larimer County,(970) 488-5925,PK,05,Yes,No,No,No,447,34.5,12.9,56.6,2,1.3,1.1,35.6,0,4.5,55.5,21.6,28.4,672,90,1
583,Gilcrest Elementary School,https://www.schooldigger.com/go/CO/schools/0420000575/school.aspx,"""0420000575""",Weld County Reorganized School District No. Re-1,https://www.schooldigger.com/go/CO/district/04200/search.aspx,"""04200""",1175 Birch Street,Gilcrest,https://www.schooldigger.com/go/CO/city/Gilcrest/search.aspx,80623,Weld County,(970) 350-4201,PK,05,Yes,No,No,No,189,20,9.4,55.6,0,0,0,61.9,0,2.1,36,21.4,43.4,510,-73,1
584,Crown Pointe Charter Academy,https://www.schooldigger.com/go/CO/schools/0002001569/school.aspx,"""0002001569""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",2900 West 86th Avenue,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80031,Adams County,(303) 428-1882,KG,08,Yes,Yes,No,No,469,26.2,17.9,49.5,0,0.4,4.3,62,0,2.6,30.7,21.3,49.8,450,-134,1
585,High Point Academy,https://www.schooldigger.com/go/CO/schools/0002002033/school.aspx,"""0002002033""",State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,"""00020""",6750 N. Dunkirk St.,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80019,Adams County,(303) 217-5152,PK,08,Yes,Yes,No,No,715,33.9,21,55.8,30.9,1.8,3.5,44.5,0.6,0.1,18.6,20.9,20,771,186,1
586,Madison Elementary School,https://www.schooldigger.com/go/CO/schools/0441000646/school.aspx,"""0441000646""",GreeleySchool District No. 6,https://www.schooldigger.com/go/CO/district/04410/search.aspx,"""04410""",500  24th Avenue,Greeley,https://www.schooldigger.com/go/CO/city/Greeley/search.aspx,80634,Weld County,(970) 348-1700,KG,05,Yes,No,No,No,433,31.1,13.9,89.6,1.4,0.2,1.8,85.5,0.5,1.4,9.2,20.7,13.4,862,276,1
587,Semper Elementary School,https://www.schooldigger.com/go/CO/schools/0480001548/school.aspx,"""0480001548""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",7575 West 96th Avenue,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80021,Jefferson County,(303) 982-6460,PK,05,No,No,No,No,325,23.2,14,49.2,1.5,0.3,8,25.5,0.3,4.9,59.4,20.6,34.1,599,12,1
588,Bennett Intermediate School,https://www.schooldigger.com/go/CO/schools/0243006789/school.aspx,"""0243006789""",Bennett School District No. 29J,https://www.schooldigger.com/go/CO/district/02430/search.aspx,"""02430""",350 7th Street,Bennett,https://www.schooldigger.com/go/CO/city/Bennett/search.aspx,80102,Adams County,(303) 644-3234,04,06,Yes,No,No,No,256,13.5,18.8,39.5,1.2,0,0,30.5,0,5.1,63.3,20.3,,,,1
589,Parr Elementary School,https://www.schooldigger.com/go/CO/schools/0480000769/school.aspx,"""0480000769""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",5800 West 84th Avenue,Arvada,https://www.schooldigger.com/go/CO/city/Arvada/search.aspx,80003,Jefferson County,(303) 982-9890,PK,05,Yes,No,No,No,312,20.7,15,69.6,1.6,0.6,4.5,36.9,0.3,5.4,50.6,20.2,16.3,814,225,1
590,Columbian Elementary School,https://www.schooldigger.com/go/CO/schools/0612001038/school.aspx,"""0612001038""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",1202 Bragdon Avenue,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81004,Pueblo County,(719) 549-7525,PK,05,Yes,No,No,No,370,19.5,18.9,86.8,3.5,1.4,0,72.4,0,1.1,21.6,19.8,10.2,908,318,1
591,Henry Elementary School,https://www.schooldigger.com/go/CO/schools/0306000240/school.aspx,"""0306000240""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",1310 Lehmberg Boulevard,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80915,El Paso County,(719) 328-7200,PK,05,Yes,No,No,No,353,19.9,17.7,67.7,7.1,0.3,1.1,38.5,0.6,7.6,44.8,19.7,23.9,722,131,1
592,Jackson Elementary School,https://www.schooldigger.com/go/CO/schools/0306000245/school.aspx,"""0306000245""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",4340 Edwinstowe Avenue,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80907,El Paso County,(719) 328-5800,PK,05,Yes,No,No,No,370,25,14.8,74.9,10.8,1.6,1.1,39.5,0.5,6.2,40.3,19.4,45.1,497,-95,1
593,Del Norte Elementary School,https://www.schooldigger.com/go/CO/schools/0330000289/school.aspx,"""0330000289""",Upper Rio Grande School District C-7,https://www.schooldigger.com/go/CO/district/03300/search.aspx,"""03300""",950 French Street,Del Norte,https://www.schooldigger.com/go/CO/city/Del+Norte/search.aspx,81132,Rio Grande County,(719) 657-4030,KG,06,Yes,No,No,No,229,19,12,69.9,0,0.9,0,52,0,1.3,45.9,19.3,21.9,747,154,1
594,South Lakewood Elementary School,https://www.schooldigger.com/go/CO/schools/0480000784/school.aspx,"""0480000784""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",8425 West 1st Avenue,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80226,Jefferson County,(303) 982-7325,KG,05,No,No,No,No,397,25.2,15.7,48.4,3.5,0,1.5,40.1,0,3.8,51.1,19.3,49.9,449,-145,1
595,Glacier Peak Elementary School,https://www.schooldigger.com/go/CO/schools/0690001709/school.aspx,"""0690001709""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",12060 Jasmine Street,Brighton,https://www.schooldigger.com/go/CO/city/Brighton/search.aspx,80605,Adams County,(720) 972-5940,KG,05,No,No,No,No,444,24,18.5,33.3,1.1,0.2,7.7,39.2,0,4.7,47.1,19.2,44.6,501,-94,1
596,Knowledge Quest Academy,https://www.schooldigger.com/go/CO/schools/0483002029/school.aspx,"""0483002029""",Weld County School District No. Re-5J,https://www.schooldigger.com/go/CO/district/04830/search.aspx,"""04830""",705 South School House Drive,Milliken,https://www.schooldigger.com/go/CO/city/Milliken/search.aspx,80543,Weld County,(970) 587-5742,KG,08,No,Yes,No,No,402,23.7,16.9,30.8,1,0.2,0.7,24.9,0.2,4,68.9,19.1,30.2,646,50,1
597,Lasley Elementary School,https://www.schooldigger.com/go/CO/schools/0480000748/school.aspx,"""0480000748""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",1401 South Kendall Street,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80226,Jefferson County,(303) 982-9720,KG,06,Yes,No,No,No,412,25.2,16.3,81.1,0.5,1.5,8.7,66.5,0,2.7,20.1,18.9,37.5,568,-29,1
598,Welchester Elementary School,https://www.schooldigger.com/go/CO/schools/0480000799/school.aspx,"""0480000799""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",13000 West 10th Avenue,Golden,https://www.schooldigger.com/go/CO/city/Golden/search.aspx,80401,Jefferson County,(303) 982-7342,PK,05,Yes,No,No,No,323,20.5,15.7,69.7,4.6,1.2,2.2,32.8,0.6,3.1,55.4,18.8,7.4,937,339,1
599,McMeen Elementary School,https://www.schooldigger.com/go/CO/schools/0336000378/school.aspx,"""0336000378""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",1000 South Holly Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80246,Denver County,(720) 424-5520,PK,05,Yes,No,No,No,501,37.8,13.2,75.8,23.8,1.2,4,34.9,0.2,6.4,29.5,18.6,35.4,590,-9,1
600,Highland Elementary School,https://www.schooldigger.com/go/CO/schools/0624001967/school.aspx,"""0624001967""",Garfield School District No. Re-2,https://www.schooldigger.com/go/CO/district/06240/search.aspx,"""06240""",1500 East 7th Street,Rifle,https://www.schooldigger.com/go/CO/city/Rifle/search.aspx,81650,Garfield County,(970) 665-6800,PK,05,Yes,No,No,No,492,30,16.4,53.9,0.8,0.2,0.2,58.3,0.2,1.6,38.6,18.5,35.9,584,-16,1
601,Meadow Community School,https://www.schooldigger.com/go/CO/schools/0555002031/school.aspx,"""0555002031""",Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,"""05550""",9150 Monroe St,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80229,Adams County,(303) 853-1500,PK,08,Yes,No,Yes,No,503,25.7,19.5,70,1.8,0.2,3.4,77.5,0,2,15.1,18.5,15.1,829,228,1
602,John W Thimmig Elementary School,https://www.schooldigger.com/go/CO/schools/0258001822/school.aspx,"""0258001822""",School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,"""02580""",11453 Oswego Street,Henderson,https://www.schooldigger.com/go/CO/city/Henderson/search.aspx,80640,Adams County,(303) 655-2750,PK,05,No,No,No,No,641,33.4,19.1,39,3,0.2,4.5,49.6,0,3.4,39.3,18.3,26.9,694,92,1
603,Stratmoor Hills Elementary School,https://www.schooldigger.com/go/CO/schools/0453000671/school.aspx,"""0453000671""",Harrison School District No. 2,https://www.schooldigger.com/go/CO/district/04530/search.aspx,"""04530""",200 Loomis Avenue,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80906,El Paso County,(719) 579-2185,PK,05,Yes,No,No,No,188,21,8.9,88.8,14.4,3.2,0.5,42.6,0,10.1,29.3,18.3,42.8,518,-85,1
604,Lochbuie Elementary School,https://www.schooldigger.com/go/CO/schools/0492002025/school.aspx,"""0492002025""",Weld County School District Re-3j,https://www.schooldigger.com/go/CO/district/04920/search.aspx,"""04920""",201 Bonanza Boulevard,Lochbuie,https://www.schooldigger.com/go/CO/city/Lochbuie/search.aspx,80603,Weld County,(303) 536-2400,03,05,Yes,No,No,No,296,19,15.5,50.7,2,0.3,0.7,55.1,0,3,38.9,17.8,21.9,748,144,1
605,Thunder Mountain Elementary School,https://www.schooldigger.com/go/CO/schools/0435001346/school.aspx,"""0435001346""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",3063 F1/2 Road,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81504,Mesa County,(970) 254-5870,PK,05,Yes,No,No,No,516,29.4,17.5,48.3,0.8,1,1.9,25.4,0,3.9,67.1,17.7,32.6,615,10,1
606,Sunrise Elementary School,https://www.schooldigger.com/go/CO/schools/0291001378/school.aspx,"""0291001378""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",4050 South Genoa Way,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80013,Arapahoe County,(720) 886-2900,PK,05,Yes,No,No,No,512,31,16.4,55.5,14.5,1,3.9,36.9,0.2,12.9,30.7,17.7,21.2,755,149,1
